,SMILES,TUBB,SCScore,QED
266,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](N)C5=CC=CC=C5)C(C)=C1C4(C)C)[C@]6(OC(C)=O)CO[C@@H]6C[C@@H]2O,554.9527650310472,3.762,0.173
267,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](N)C5=CC=CC=C5)C(C)C1C4(C)C)[C@]6(OC(C)=O)CO[C@@H]6C[C@@H]2O,554.9527650310472,4.186,0.225
268,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)=C1C4(C)C)C7(C(O[C@@H]7CC2=O)O)O,546.6592167967768,4.414,0.09
269,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)=C1C4(C)C)C7(C(O[C@@H]7C[C@@H]2O)=O)O,546.6592167967768,3.671,0.119
270,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)=C1C4(C)C)C7(C(O[C@@H]7C[C@@H]2O)O)O,546.6592167967768,4.122,0.103
271,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)=C1C4(C)C)C7(CO[C@@H]7CC2=O)O,546.6592167967768,4.26,0.106
272,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)=C1C4(C)C)C7(CO[C@@H]7C[C@@H]2O)O,546.6592167967768,3.888,0.12
273,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)=C1C4(C)C)[C@](OC(C)=O)(C([O-])=O)C(C[C@@H]2O)O,546.6592167967768,4.103,0.104
274,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)=C1C4(C)C)[C@]7(OC(C)=O)C(O[C@@H]7CC2=O)=O,546.6592167967768,4.357,0.115
275,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)=C1C4(C)C)[C@]7(OC(C)=O)C(O[C@@H]7CC2=O)O,546.6592167967768,4.224,0.099
276,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)=C1C4(C)C)[C@]7(OC(C)=O)C(O[C@@H]7C[C@@H]2O)=O,546.6592167967768,4.102,0.13
277,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)=C1C4(C)C)[C@]7(OC(C)=O)C(O[C@@H]7C[C@@H]2O)O,546.6592167967768,3.868,0.112
278,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)=C1C4(C)C)[C@]7(OC(C)=O)CO[C@@H]7CC2=O,546.6592167967768,4.328,0.114
279,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)=C1C4(C)C)[C@]7(OC(C)=O)CO[C@@H]7C[C@@H]2O,546.6592167967768,3.834,0.13
280,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)C1C4(C)C)C7(C(O[C@@H]7C[C@@H]2O)O)O,546.6592167967768,4.367,0.134
281,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)C1C4(C)C)C7(CO[C@@H]7C[C@@H]2O)O,546.6592167967768,4.147,0.155
282,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)C1C4(C)C)[C@]7(OC(C)=O)C(O[C@@H]7C[C@@H]2O)=O,546.6592167967768,4.492,0.169
283,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)C1C4(C)C)[C@]7(OC(C)=O)C(O[C@@H]7C[C@@H]2O)O,546.6592167967768,4.259,0.145
284,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)C1C4(C)C)[C@]7(OC(C)=O)CO[C@@H]7CC2=O,546.6592167967768,4.336,0.15
285,CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)C1C4(C)C)[C@]7(OC(C)=O)CO[C@@H]7C[C@@H]2O,546.6592167967768,4.34,0.169
286,O=C(C1=C([C@H](C[C@]([C@H]([C@H]2[C@@](C(=O)O)(C)[C@H](C[C@H]3OC[C@@]23OC(C)=O)O)OC(=O)C4=CC=CC=C4)(O)C1(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C)[O-],649.2832458796327,4.262,0.122
287,O=C1C(=O)C(C)[C@H]([C@H](OC(=O)C2=CC=CC=C2)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C5=CC=CC=C5)C(C)=C1C3(C)C)[C@]6(OC(C)=O)CO[C@@H]6CC(=O)[O-],5077.493497713195,4.177,0.135
288,O=C1C(=O)C2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)=C1C4(C)C)[C@]7(OC(C)=O)CO[C@@H]7CC(=O)O2,164.874159848599,4.333,0.16
289,O=C1C(=O)[C@@]2(C)C([C@]3(OC(C)=O)CO[C@@H]3C[C@@H]2O)OC(=O)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)=C1C4(C)C,23678.249590757343,4.213,0.182
290,O=C1C(=O)[C@@]2(C)[C@H](C(=O)[C@]3(O)C[C@H](OC(=O)C(=O)[C@@H](NC(=O)C4=CC=CC=C4)C5=CC=CC=C5)C(C)=C1C3(C)C)[C@]6(OC(C)=O)CO[C@@H]6C[C@@H]2O,828.8193700643059,4.434,0.28
291,O=C1C(=O)[C@@]2(C)[C@H](C(=O)[C@]3(O)C[C@H](OC(=O)[C@H](O)C(C4=CC=CC=C4)O)C(C)=C1C3(C)C)[C@]5(OC(C)=O)CO[C@@H]5C[C@@H]2O,458.7461752194669,3.777,0.267
292,O=C1C(=O)[C@@]2(C)[C@H](C(=O)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C5=CC=CC=C5)C(C)=C1C3(C)C)C6(CO[C@@H]6C[C@@H]2O)O,8255.588680033872,4.068,0.22
293,O=C1C(=O)[C@@]2(C)[C@H](C(=O)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C5=CC=CC=C5)C(C)=C1C3(C)C)[C@]6(OC(C)=O)C(O[C@@H]6C[C@@H]2O)O,8255.588680033872,4.06,0.2
294,O=C1C(=O)[C@@]2(C)[C@H](C(=O)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C5=CC=CC=C5)C(C)=C1C3(C)C)[C@]6(OC(C)=O)CO[C@@H]6CC2=O,8255.588680033872,4.358,0.216
295,O=C1C(=O)[C@@]2(C)[C@H](C(=O)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C5=CC=CC=C5)C(C)=C1C3(C)C)[C@]6(OC(C)=O)CO[C@@H]6C[C@@H]2O,8255.588680033872,4.207,0.241
296,O=C1C(=O)[C@@]2(C)[C@H](C(=O)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C5=CC=CC=C5)C(C)C1C3(C)C)[C@]6(OC(C)=O)CO[C@@H]6C[C@@H]2O,7554.741426648484,4.454,0.24
297,O=C1C(=O)[C@@]2(C)[C@H](C([C@]3(O)C[C@H](OC(=O)C(=O)[C@@H](NC(=O)C4=CC=CC=C4)C5=CC=CC=C5)C(C)=C1C3(C)C)O)[C@]6(OC(C)=O)CO[C@@H]6C[C@@H]2O,827.157541930098,4.236,0.241
298,O=C1C(=O)[C@@]2(C)[C@H](C([C@]3(O)C[C@H](OC(=O)[C@H](O)C(C4=CC=CC=C4)O)C(C)=C1C3(C)C)O)[C@]5(OC(C)=O)CO[C@@H]5C[C@@H]2O,2922.3972476700933,3.441,0.225
299,O=C1C(=O)[C@@]2(C)[C@H](C([C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](N)C4=CC=CC=C4)C(C)=C1C3(C)C)O)[C@]5(OC(C)=O)CO[C@@H]5C[C@@H]2O,2182.4602499671164,3.477,0.224
300,O=C1C(=O)[C@@]2(C)[C@H](C([C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C5=CC=CC=C5)C(C)=C1C3(C)C)O)C6(CO[C@@H]6C[C@@H]2O)O,6183.997457706249,4.091,0.19
301,O=C1C(=O)[C@@]2(C)[C@H](C([C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C5=CC=CC=C5)C(C)=C1C3(C)C)O)[C@]6(OC(C)=O)C(O[C@@H]6C[C@@H]2O)O,6183.997457706249,4.103,0.172
302,O=C1C(=O)[C@@]2(C)[C@H](C([C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C5=CC=CC=C5)C(C)=C1C3(C)C)O)[C@]6(OC(C)=O)CO[C@@H]6CC2=O,6183.997457706249,4.474,0.185
303,O=C1C(=O)[C@@]2(C)[C@H](C([C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C5=CC=CC=C5)C(C)=C1C3(C)C)O)[C@]6(OC(C)=O)CO[C@@H]6C[C@@H]2O,6183.997457706249,4.067,0.205
304,O=C1C(=O)[C@@]2(C)[C@H](C([C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C5=CC=CC=C5)C(C)C1C3(C)C)O)[C@]6(OC(C)=O)CO[C@@H]6C[C@@H]2O,8339.878896029792,4.406,0.205
305,O=C1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)CC(=O)C(C)=C1C4(C)C)[C@]5(OC(C)=O)CO[C@@H]5C[C@@H]2O,1923.849542694201,3.135,0.426
306,O=C1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)CC(C(C)=C1C4(C)C)O)[C@]5(OC(C)=O)CO[C@@H]5C[C@@H]2O,475.284132769863,3.13,0.376
307,O=C1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)COC(=O)C(C)=C1C4(C)C)[C@]5(OC(C)=O)CO[C@@H]5C[C@@H]2O,601.9270723486113,3.466,0.311
308,O=C1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)C(=O)C(C5=CC=CC=C5)O)C(C)=C1C4(C)C)[C@]6(OC(C)=O)CO[C@@H]6C[C@@H]2O,196.92724327695748,3.374,0.215
309,O=C1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)C(=O)[C@@H](N)C5=CC=CC=C5)C(C)=C1C4(C)C)[C@]6(OC(C)=O)CO[C@@H]6C[C@@H]2O,82.53014822778236,3.759,0.215
310,O=C1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)C(=O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)=C1C4(C)C)C7(CO[C@@H]7C[C@@H]2O)O,22.91202913385312,4.192,0.193
311,O=C1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)C(=O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)=C1C4(C)C)[C@]7(OC(C)=O)CO[C@@H]7CC2=O,22.91202913385312,4.625,0.137
312,O=C1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)C(=O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)=C1C4(C)C)[C@]7(OC(C)=O)CO[C@@H]7C[C@@H]2O,22.91202913385312,4.225,0.161
313,O=C1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)C(=O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)C1C4(C)C)[C@]7(OC(C)=O)CO[C@@H]7C[C@@H]2O,22.91202913385312,4.349,0.161
314,O=C1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)CC(N)(C5=CC=CC=C5)O)C(C)=C1C4(C)C)[C@]6(OC(C)=O)CO[C@@H]6C[C@@H]2O,123.00584987926786,3.347,0.141
315,O=C1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)C(C5=CC=CC=C5)=O)C(C)=C1C4(C)C)[C@]6(OC(C)=O)CO[C@@H]6C[C@@H]2O,645.4209575850693,3.414,0.125
316,O=C1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)C(C5=CC=CC=C5)O)C(C)=C1C4(C)C)C6(CO[C@@H]6C[C@@H]2O)O,579.9206941282139,3.454,0.22
317,O=C1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)C(C5=CC=CC=C5)O)C(C)=C1C4(C)C)[C@]6(OC(C)=O)C(O[C@@H]6C[C@@H]2O)O,579.9206941282139,3.634,0.154
318,O=C1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)C(C5=CC=CC=C5)O)C(C)=C1C4(C)C)[C@]6(OC(C)=O)CO[C@@H]6CC2=O,579.9206941282139,4.149,0.164
319,O=C1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)C(C5=CC=CC=C5)O)C(C)=C1C4(C)C)[C@]6(OC(C)=O)CO[C@@H]6C[C@@H]2O,579.9206941282139,3.665,0.185
320,O=C1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)C(C5=CC=CC=C5)O)C(C)C1C4(C)C)[C@]6(OC(C)=O)CO[C@@H]6C[C@@H]2O,579.9206941282139,3.796,0.185
321,O=C1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](N)C5=CC=CC=C5)C(C)=C1C4(C)C)C6(CO[C@@H]6C[C@@H]2O)O,306.4378665758801,3.531,0.22
322,O=C1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](N)C5=CC=CC=C5)C(C)=C1C4(C)C)[C@]6(OC(C)=O)C(O[C@@H]6C[C@@H]2O)O,306.4378665758801,3.75,0.154
323,O=C1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](N)C5=CC=CC=C5)C(C)=C1C4(C)C)[C@]6(OC(C)=O)CO[C@@H]6CC2=O,306.4378665758801,4.301,0.164
324,O=C1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](N)C5=CC=CC=C5)C(C)=C1C4(C)C)[C@]6(OC(C)=O)CO[C@@H]6C[C@@H]2O,306.4378665758801,3.825,0.185
325,O=C1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](N)C5=CC=CC=C5)C(C)C1C4(C)C)[C@]6(OC(C)=O)CO[C@@H]6C[C@@H]2O,306.4378665758801,4.072,0.184
326,O=C1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)=C1C4(C)C)C7(C(O[C@@H]7C[C@@H]2O)O)O,154.48511569806556,4.201,0.142
327,O=C1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)=C1C4(C)C)C7(CO[C@@H]7CC2=O)O,154.48511569806556,4.378,0.149
328,O=C1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)=C1C4(C)C)C7(CO[C@@H]7C[C@@H]2O)O,154.48511569806556,4.149,0.166
329,O=C1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)=C1C4(C)C)[C@]7(OC(C)=O)C(O[C@@H]7CC2=O)O,154.48511569806556,4.453,0.105
330,O=C1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)=C1C4(C)C)[C@]7(OC(C)=O)C(O[C@@H]7C[C@@H]2O)=O,154.48511569806556,4.268,0.138
331,O=C1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)=C1C4(C)C)[C@]7(OC(C)=O)C(O[C@@H]7C[C@@H]2O)O,154.48511569806556,4.163,0.119
332,O=C1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)=C1C4(C)C)[C@]7(OC(C)=O)CO[C@@H]7CC2=O,154.48511569806556,4.487,0.122
333,O=C1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)=C1C4(C)C)[C@]7(OC(C)=O)CO[C@@H]7C[C@@H]2O,154.48511569806556,4.159,0.139
334,O=C1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)C1C4(C)C)C7(CO[C@@H]7C[C@@H]2O)O,154.48511569806556,3.958,0.166
335,O=C1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)C1C4(C)C)[C@]7(OC(C)=O)C(O[C@@H]7C[C@@H]2O)O,154.48511569806556,4.043,0.119
336,O=C1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)C1C4(C)C)[C@]7(OC(C)=O)CO[C@@H]7CC2=O,154.48511569806556,4.639,0.123
337,O=C1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)C3=CC=CC=C3)[C@]4(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C(C)C1C4(C)C)[C@]7(OC(C)=O)CO[C@@H]7C[C@@H]2O,154.48511569806556,4.369,0.139
338,O=C1C2=C(C(C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC[C@@]34OC(C)=O)O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)=O)C,323.52206634829355,3.463,0.315
339,O=C1C2=C(C(C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC[C@@]34OC(C)=O)O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)O)C,323.52206634829355,3.307,0.277
340,O=C1C2=C([C@H](C[C@](C([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC[C@@]34OC(C)=O)O)=O)(O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C,34.827674479168365,4.191,0.182
341,O=C1C2=C([C@H](C[C@](C([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC[C@@]34OC(C)=O)O)O)(O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C5=CC=CC=C5)C6=CC=CC=C6)C,41.58343163501231,4.233,0.156
342,O=C1C2=C([C@H](C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)C(C[C@H]4OC[C@@]34OC(C)=O)=O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C6=CC=CC=C6)C7=CC=CC=C7)C,65.31184479428153,4.352,0.16
343,O=C1C2=C([C@H](C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC([C@@]34OC(C)=O)O)O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C6=CC=CC=C6)C7=CC=CC=C7)C,170.59451558826797,4.166,0.118
344,O=C1C2=C([C@H](C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OCC34O)O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C6=CC=CC=C6)C7=CC=CC=C7)C,554.3182219546153,4.313,0.126
345,O=C1C2=C([C@H](C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC[C@@]34OC(C)=O)O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)OC(=O)C(=O)[C@@H](NC(=O)C6=CC=CC=C6)C7=CC=CC=C7)C,53.91237937471218,4.515,0.122
346,O=C1C2=C([C@H](C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC[C@@]34OC(C)=O)O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)OC(=O)[C@H](O)C(C6=CC=CC=C6)O)C,53.91237937471218,3.85,0.183
347,O=C1C2=C([C@H](C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC[C@@]34OC(C)=O)O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)OC(=O)[C@H](O)[C@@H](N)C6=CC=CC=C6)C,53.91237937471218,3.855,0.182
348,O=C1C2=C([C@H](C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC[C@@]34OC(C)=O)O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C6=CC=CC=C6)C7=CC=CC=C7)C,53.91237937471218,4.243,0.138
349,O=C1C2C([C@H](C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC[C@@]34OC(C)=O)O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C6=CC=CC=C6)C7=CC=CC=C7)(C)O,86.17909250406782,4.481,0.118
350,O=C1C2C([C@H](C[C@]([C@H]([C@H]3[C@@](C(=O)O1)(C)[C@H](C[C@H]4OC[C@@]34OC(C)=O)O)OC(=O)C5=CC=CC=C5)(O)C2(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)C6=CC=CC=C6)C7=CC=CC=C7)C,86.17909250406782,4.459,0.138
